"Year","Month","DriversKilled","drivers","front-seat passengers","rear-seat passengers","kms","PetrolPrice","VanKilled","law","date","total"
1969,1,107,59.7591215019483,30.7120085015941,9.52886999645767,9059,0.102971811805368,12,0,"196901",2823
1969,2,97,58.044649730562,31.7551963048499,10.2001539645881,7685,0.102362995884646,6,0,"196902",2598
1969,3,102,57.2568389057751,30.6231003039514,12.1200607902736,9963,0.102062490635914,12,0,"196903",2632
1969,4,87,53.1465848042978,31.2356101304681,15.6178050652341,10955,0.100873300511862,8,0,"196904",2606
1969,5,119,53.0386740331492,32.2066948326292,14.7546311342216,11823,0.101019672891934,10,0,"196905",3077
1969,6,106,52.4106833159903,32.7783558792924,14.8109608047173,12391,0.10058119170287,13,0,"196906",2883
1969,7,110,50.5348460291734,32.5445705024311,16.9205834683955,13460,0.103773981457839,11,0,"196907",3085
1969,8,106,50.0460546515198,33.4970832054037,16.4568621430764,14055,0.104076403554621,6,0,"196908",3257
1969,9,107,53.6709721278042,32.56288239293,13.7661454792658,12106,0.103773981457839,10,0,"196909",2942
1969,10,134,56.2244897959184,28.9115646258503,14.8639455782313,11372,0.103026401330572,16,0,"196910",2940
1969,11,147,58.2408660351827,30.0135317997294,11.745602165088,9834,0.102730112155946,13,0,"196911",3695
1969,12,180,58.085451595457,30.0973499188751,11.8171984856679,9267,0.101997191539847,14,0,"196912",3698
1970,1,125,58.5365853658537,30.9054460407618,10.5579685933846,9130,0.101274563494893,14,0,"197001",2993
1970,2,134,59.2480698220879,30.3121852970796,10.4397448808325,8933,0.10070397563972,6,0,"197002",2979
1970,3,110,55.8555627846454,32.726089785296,11.4183474300586,11000,0.100139606658898,8,0,"197003",3074
1970,4,102,55.4054054054054,31.7211948790896,12.873399715505,10733,0.0986211043713023,11,0,"197004",2812
1970,5,103,51.622418879056,32.4483775811209,15.929203539823,12912,0.0983492854059603,7,0,"197005",3051
1970,6,111,53.9964476021314,30.7637655417407,15.2397868561279,12926,0.0980801772105387,13,0,"197006",2815
1970,7,120,52.3036800927267,31.7299333526514,15.9663865546218,13990,0.0972792082183714,13,0,"197007",3451
1970,8,129,49.3150684931507,32.986301369863,17.6986301369863,14926,0.0974106238350488,11,0,"197008",3650
1970,9,122,53.6516853932584,32.1161048689139,14.2322097378277,12900,0.0974252365245483,11,0,"197009",3204
1970,10,183,55.3168044077135,31.5977961432507,13.0853994490358,12034,0.0963806330037465,14,0,"197010",3630
1970,11,169,57.9477901266477,30.2662186611528,11.7859912121995,10643,0.0957389559626943,16,0,"197011",3869
1970,12,190,58.3745583038869,30.6007067137809,11.0247349823322,10742,0.0951063062359475,14,0,"197012",4245
1971,1,134,60.960960960961,28.3483483483483,10.6906906906907,10266,0.0967359671470176,17,0,"197101",3330
1971,2,108,59.1071428571429,31.2142857142857,9.67857142857143,10281,0.0961092224873678,16,0,"197102",2800
1971,3,104,58.6421891236578,29.0959473501905,12.2618635261517,11527,0.095367254851379,15,0,"197103",2887
1971,4,117,55.1478083588175,30.3431872239212,14.5090044172613,12281,0.0947095915871269,13,0,"197104",2943
1971,5,157,55.0808666463229,30.7293256026854,14.1898077509918,13587,0.0941176202174608,13,0,"197105",3277
1971,6,148,55.2706552706553,30.8008863564419,13.9284583729028,13049,0.0935321548190638,15,0,"197106",3159
1971,7,130,52.3171087146605,31.9731856601574,15.7097056251822,16055,0.0929540494377308,12,0,"197107",3431
1971,8,140,51.141795007966,31.7047265002655,17.1534784917685,15220,0.0928397862431927,6,0,"197108",3766
1971,9,136,52.8394255874674,32.2454308093995,14.9151436031332,13824,0.0927247362539862,9,0,"197109",3064
1971,10,140,56.6714082503556,30.6401137980085,12.6884779516358,12729,0.0922696509793897,13,0,"197110",3515
1971,11,187,60.679347826087,28.3967391304348,10.9239130434783,11467,0.0917066851479679,14,0,"197111",3680
1971,12,150,58.4845250800427,29.7491995731057,11.7662753468517,11351,0.0912620719433678,15,0,"197112",3748
1972,1,159,60.3948896631823,29.1811846689895,10.4239256678281,10803,0.090711603254936,14,0,"197201",3444
1972,2,143,59.7499155119973,28.9624873267996,11.2875971612031,10548,0.090276328119195,3,0,"197202",2959
1972,3,114,60.641110376735,29.0482485128883,10.3106411103767,12368,0.0899519176272147,12,0,"197203",3026
1972,4,127,54.4224765868887,30.766562608394,14.8109608047173,13311,0.0890996386561615,13,0,"197204",2883
1972,5,159,56.700143472023,30.8464849354376,12.4533715925395,13885,0.0886791925043499,12,0,"197205",3485
1972,6,156,53.5549132947977,32.3988439306358,14.0462427745665,14088,0.0881592888670634,8,0,"197206",3460
1972,7,138,52.765843179377,31.9548872180451,15.2792696025779,16932,0.0889020568552906,8,0,"197207",3724
1972,8,120,51.651376146789,32.3547400611621,15.9938837920489,16164,0.0881813314444876,15,0,"197208",3270
1972,9,117,56.7145135566188,29.9521531100478,13.3333333333333,14883,0.0889402929599117,8,0,"197209",3135
1972,10,170,56.4249000571102,30.6681896059395,12.9069103369503,13532,0.0877266104275971,5,0,"197210",3502
1972,11,168,60.7142857142857,27.5835866261398,11.7021276595745,12220,0.087428846437772,17,0,"197211",3948
1972,12,198,60.8855242027988,27.7127781601285,11.4016976370727,12025,0.0870354301608856,14,0,"197212",4359
1973,1,144,62.5223613595707,26.9230769230769,10.5545617173524,11692,0.0864499193294655,13,0,"197301",3354
1973,2,146,60.8493490390577,28.3942963422195,10.7563546187229,11081,0.0858726409121568,5,0,"197302",3226
1973,3,109,61.2043795620438,28.7226277372263,10.0729927007299,13745,0.0853982218357345,8,0,"197303",2740
1973,4,131,55.0326056138361,31.5849163595123,13.3824780266515,14382,0.083821981233605,5,0,"197304",3527
1973,5,151,57.1632420091324,28.9383561643836,13.898401826484,14391,0.0845907801489325,12,0,"197305",3504
1973,6,140,54.2814371257485,30.5988023952096,15.1197604790419,15597,0.0841369037739444,11,0,"197306",3340
1973,7,153,53.7249666221629,29.7463284379172,16.5287049399199,16834,0.0837784051341314,13,0,"197307",3745
1973,8,140,51.900108577633,30.7274701411509,17.3724212812161,17282,0.0835107427259604,15,0,"197308",3684
1973,9,161,55.5141182738412,29.5950985615344,14.8907831646244,15779,0.0828063938633846,11,0,"197309",3754
1973,10,168,58.740468794126,28.4665348771534,12.7929963287207,13946,0.0811788933269884,11,0,"197310",3541
1973,11,152,61.3557358053302,26.5353418308227,12.108922363847,12701,0.0828536069623417,10,0,"197311",3452
1973,12,136,60.376298792474,27.8573434428531,11.7663577646728,10431,0.0941901186933595,13,0,"197312",3561
1974,1,113,61.8223760092272,28.1045751633987,10.0730488273741,11616,0.0923998429510411,8,0,"197401",2601
1974,2,100,60.9241994325091,26.955816781516,12.1199837859749,10808,0.108161478199019,6,0,"197402",2467
1974,3,103,60.1165048543689,28.1165048543689,11.7669902912621,12421,0.10721168869023,8,0,"197403",2575
1974,4,103,54.6893549663633,29.4420261179264,15.8686189157103,13605,0.114042966782082,14,0,"197404",2527
1974,5,121,56.6797642436149,29.7969875573019,13.5232481990832,14455,0.112454115810183,12,0,"197405",3054
1974,6,134,57.8693273253943,28.4196974573544,13.7109752172514,15019,0.111316253290611,14,0,"197406",3107
1974,7,133,55.6807511737089,28.169014084507,16.150234741784,15662,0.11030125221242,13,0,"197407",3195
1974,8,129,53.244920993228,29.8250564334086,16.9300225733634,16745,0.108197177376865,9,0,"197408",3544
1974,9,144,56.6261655834982,30.4040689460299,12.9697654704719,14717,0.107027443082328,4,0,"197409",3539
1974,10,154,60.3954637976156,26.722884559465,12.8816516429195,13756,0.104946980916917,13,0,"197410",3439
1974,11,156,61.0981308411215,26.8691588785047,12.0327102803738,12531,0.119357749193208,6,0,"197411",3424
1974,12,163,60.2526439482961,27.9964747356052,11.7508813160987,12568,0.117621904277373,15,0,"197412",3404
1975,1,122,62.6042080190552,26.359666534339,11.0361254466058,11249,0.133027420877451,12,0,"197501",2519
1975,2,92,59.8675496688742,26.7991169977925,13.3333333333333,11096,0.130845243689729,16,0,"197502",2265
1975,3,117,58.7900355871886,27.6512455516014,13.55871886121,12637,0.128318477474772,7,0,"197503",2810
1975,4,95,60.2441150828248,27.5937227550131,12.1621621621622,13018,0.123547448292297,12,0,"197504",2294
1975,5,96,55.1962209302326,28.7427325581395,16.0610465116279,15005,0.118586811514179,10,0,"197505",2752
1975,6,108,54.2366412213741,30.1526717557252,15.6106870229008,15235,0.116337480161004,9,0,"197506",2620
1975,7,108,54.1901540774145,30.1766253288238,15.6332205937617,15552,0.11516147558196,9,0,"197507",2661
1975,8,106,52.5187202178353,30.0884955752212,17.3927842069435,16905,0.114501197216867,6,0,"197508",2938
1975,9,140,58.7650816181689,27.2888573456352,13.9460610361959,14776,0.113522979499817,7,0,"197509",2818
1975,10,114,59.1736163760425,27.7482941622441,13.0780894617134,14104,0.111930179432996,13,0,"197510",2638
1975,11,158,60.3803486529319,27.2266244057052,12.3930269413629,12854,0.110610528503361,14,0,"197511",3155
1975,12,161,60.03276003276,27.1362271362271,12.8310128310128,12956,0.11527438914664,13,0,"197512",3663
1976,1,102,60.2947196070405,28.8170282439623,10.8882521489971,12177,0.113793485966034,14,0,"197601",2443
1976,2,127,62.4292719728404,25.8015843078084,11.7691437193512,11918,0.112349582098189,11,0,"197602",2651
1976,3,125,59.1673675357443,28.2169890664424,12.6156433978133,13517,0.111753469387189,11,0,"197603",2378
1976,4,101,57.8598092077976,26.6694317710494,15.4707590211531,14417,0.109642522576533,10,0,"197604",2411
1976,5,97,56.3951345374125,28.418724659049,15.1861408035385,15911,0.10844089510559,4,0,"197605",2713
1976,6,112,57.5384615384615,28.3076923076923,14.1538461538462,15589,0.107884938936114,8,0,"197606",2275
1976,7,112,54.2674253200569,29.4452347083926,16.2873399715505,16543,0.109084769191454,9,0,"197607",2812
1976,8,113,53.0375699440448,29.8960831334932,17.066346922462,17925,0.107571450111271,10,0,"197608",2502
1976,9,108,59.3795620437956,27.992700729927,12.6277372262774,15406,0.106164022368002,10,0,"197609",2740
1976,10,128,58.3834335337341,27.5551102204409,14.061456245825,14601,0.106299999323319,5,0,"197610",2994
1976,11,154,62.9177377892031,26.0282776349614,11.0539845758355,13107,0.104825313000088,13,0,"197611",3112
1976,12,162,62.6446280991736,27.1625344352617,10.1928374655647,12268,0.103451745711815,12,0,"197612",3630
1977,1,112,62.1183565774595,26.9129287598945,10.9687146626461,11972,0.101449920129493,10,0,"197701",2653
1977,2,79,63.9142335766423,25.8667883211679,10.2189781021898,12028,0.100402316427863,9,0,"197702",2192
1977,3,82,61.5351068469254,26.8643698211949,11.6005233318796,14033,0.098862033680192,7,0,"197703",2293
1977,4,127,57.9991732120711,28.0281107895825,13.9727159983464,14244,0.102496154313521,5,0,"197704",2419
1977,5,108,57.2719802793755,30.4847986852917,12.2432210353328,15287,0.103027431599736,10,0,"197705",2434
1977,6,110,55.3532410779315,30.5899490167516,14.0568099053168,16954,0.102178908220655,5,0,"197706",2746
1977,7,123,52.7806563039724,30.6735751295337,16.545768566494,17361,0.0998366428726473,6,0,"197707",2895
1977,8,103,55.3571428571429,28.7061994609164,15.9366576819407,17694,0.0926366895833353,8,0,"197708",2968
1977,9,97,57.8023655093476,29.5307134681419,12.6669210225105,16222,0.0918149629077569,6,0,"197709",2621
1977,10,140,57.9635362917097,28.5861713106295,13.4502923976608,14969,0.090724303768407,12,0,"197710",2907
1977,11,165,61.3685179502915,27.2783062289046,11.3531758208039,13624,0.0900212072768793,15,0,"197711",3259
1977,12,183,59.9945828819068,28.3315276273023,11.6738894907909,13842,0.0893307058230937,7,0,"197712",3692
1978,1,148,60.9156026160075,27.6860791030831,11.3983182809094,12387,0.0884427348717763,14,0,"197801",3211
1978,2,111,62.5320786997434,26.7750213857998,10.6928999144568,11608,0.0883525692744791,4,0,"197802",2338
1978,3,116,57.3367571533382,29.6404988994864,13.0227439471753,15021,0.0867573619308237,10,0,"197803",2726
1978,4,115,58.1506576325229,29.732961339179,12.1163810282981,14834,0.0849952420449752,8,0,"197804",2509
1978,5,100,56.0682435052346,29.2361380379992,14.6956184567662,16565,0.0845679437213488,7,0,"197805",2579
1978,6,106,55.4151007857875,29.5524427741715,15.032456440041,16882,0.0844318988774436,11,0,"197806",2927
1978,7,134,52.821166719796,31.2400382531081,15.938795027096,18012,0.0843508831482932,3,0,"197807",3137
1978,8,125,52.7027027027027,30.8558558558559,16.4414414414414,18855,0.0836009830491076,5,0,"197808",3108
1978,9,117,56.989247311828,29.6912937911897,13.3194588969823,17243,0.0834172630524962,11,0,"197809",2883
1978,10,122,59.1148577449947,28.0295047418335,12.8556375131718,16045,0.0827451397987249,10,0,"197810",2847
1978,11,153,59.8714953271028,27.5116822429907,12.6168224299065,14745,0.0852352669035281,10,0,"197811",3424
1978,12,178,61.7695248498088,27.5805570726379,10.6499180775533,13726,0.0847703028296526,7,0,"197812",3662
1979,1,114,62.1955403087479,27.3070325900515,10.4974271012007,11196,0.0844589214084587,10,0,"197901",2915
1979,2,94,62.2844827586207,27.7155172413793,10,12105,0.085352119244763,11,0,"197902",2320
1979,3,128,60.8005521048999,27.3982056590752,11.8012422360248,14723,0.0875592125175749,9,0,"197903",2898
1979,4,119,57.5196850393701,29.5275590551181,12.9527559055118,15582,0.0903829170614837,7,0,"197904",2540
1979,5,111,56.3972453787604,29.3222181949982,14.2805364262414,16863,0.0907832937355188,8,0,"197905",2759
1979,6,110,57.1942446043165,28.617106314948,14.1886490807354,16758,0.108742780219868,13,0,"197906",2502
1979,7,114,53.5861809988735,31.9564401051446,14.457378895982,17434,0.114142227335262,8,0,"197907",2663
1979,8,118,52.7137042062415,31.5807327001357,15.7055630936228,18359,0.112992933231466,5,0,"197908",2948
1979,9,115,56.1050477489768,28.4447476125512,15.450204638472,17189,0.111320706029796,8,0,"197909",2932
1979,10,132,59.2898134863702,27.3314203730273,13.3787661406026,16909,0.109126229280665,7,0,"197910",2788
1979,11,153,61.1464968152866,26.6909311495299,12.1625720351835,15380,0.107698459343112,12,0,"197911",3297
1979,12,171,58.8533333333333,28.72,12.4266666666667,15161,0.107601574334496,10,0,"197912",3750
1980,1,115,61.2357484369253,27.5101140125046,11.2541375505701,14027,0.103775019202843,7,0,"198001",2719
1980,2,95,61.3892647722147,26.7478574650429,11.8628777627424,14478,0.107114170431059,4,0,"198002",2217
1980,3,92,59.0819929384072,28.2463711259317,12.671635935661,16155,0.107374774370757,10,0,"198003",2549
1980,4,100,58.7219343696028,27.8929188255613,13.3851468048359,16585,0.111695372689559,4,0,"198004",2316
1980,5,95,54.996214988645,28.9553368660106,16.0484481453444,18117,0.110638184592354,8,0,"198005",2642
1980,6,114,55.4462659380692,29.8724954462659,14.6812386156648,17552,0.111855211329895,8,0,"198006",2745
1980,7,102,54.6202768424991,30.1907968574635,15.1889263000374,18299,0.109742342683337,7,0,"198007",2673
1980,8,104,53.46193592835,30.485704443679,16.0523596279711,19361,0.108193931510232,10,0,"198008",2903
1980,9,132,56.6617862371889,29.3923865300146,13.9458272327965,17924,0.106255362697951,8,0,"198009",2732
1980,10,136,59.7840314136126,28.1413612565445,12.0746073298429,17872,0.104193034427699,14,0,"198010",3056
1980,11,117,59.0816326530612,28.0612244897959,12.8571428571429,16058,0.101933972880902,8,0,"198011",2940
1980,12,137,59.8335388409371,28.0826140567201,12.0838471023428,15746,0.102793824574291,9,0,"198012",3244
1981,1,111,59.8700243704305,28.5946385052803,11.5353371242892,15226,0.10476034144929,8,0,"198101",2462
1981,2,106,59.1480730223124,28.0324543610548,12.8194726166329,14932,0.104002535534347,6,0,"198102",2465
1981,3,98,60.4468835750686,26.9698157585261,12.5833006664053,16846,0.116655515402424,7,0,"198103",2551
1981,4,84,56.7043618739903,28.8368336025848,14.4588045234249,16854,0.11516147558196,6,0,"198104",2476
1981,5,94,56.0795873249816,29.9926308032424,13.927781871776,18146,0.112989543494316,5,0,"198105",2714
1981,6,105,55.3335996803835,29.4047143427887,15.2616859768278,17559,0.113860643932406,4,0,"198106",2503
1981,7,123,55.6271186440678,29.6949152542373,14.6779661016949,18655,0.119118081064489,5,0,"198107",2950
1981,8,109,53.0755711775044,29.1388400702988,17.7855887521968,19453,0.124489986005886,10,0,"198108",2845
1981,9,130,57.4308165357021,27.9467031089853,14.6224803553126,17923,0.123222945411622,7,0,"198109",2927
1981,10,153,57.6957427805895,28.0440607323608,14.2601964870497,17915,0.12067793212866,10,0,"198110",3359
1981,11,134,61.8543046357616,25.8940397350993,12.2516556291391,16496,0.121048982651421,12,0,"198111",3020
1981,12,99,59.5583160800552,28.3988957902001,12.0427881297447,13544,0.116968571491487,7,0,"198112",2898
1982,1,115,63.6085626911315,25.9938837920489,10.3975535168196,13601,0.112750259392875,4,0,"198201",2289
1982,2,104,60.1331668747399,28.006658343737,11.8601747815231,15667,0.108079306704711,5,0,"198202",2403
1982,3,131,59.672131147541,27.0491803278689,13.2786885245902,17358,0.108838515984019,6,0,"198203",2440
1982,4,108,57.1847507331378,28.3200670297445,14.4951822371177,18112,0.111291766408542,4,0,"198204",2387
1982,5,103,56.0708898944193,28.4690799396682,15.4600301659125,18581,0.111304009176187,4,0,"198205",2652
1982,6,115,55.9626436781609,29.2744252873563,14.7629310344828,18759,0.115454357532553,8,0,"198206",2784
1982,7,122,52.1922132585058,30.4103823219923,17.3974044195019,20668,0.114768296055692,8,0,"198207",2851
1982,8,122,53.4433513170422,29.6096477308791,16.9470009520787,21040,0.117207430931122,3,0,"198208",3151
1982,9,125,57.1736011477762,28.622668579627,14.2037302725968,18993,0.119076397031248,7,0,"198209",2788
1982,10,137,56.5749235474006,29.0519877675841,14.3730886850153,18668,0.117965862171995,12,0,"198210",3270
1982,11,138,62.281795511222,25.716957605985,12.001246882793,16768,0.117449127100423,2,0,"198211",3208
1982,12,152,61.1290796824463,26.7862393413702,12.0846809761835,16551,0.116988457838933,7,0,"198212",3401
1983,1,120,62.406015037594,25.8563074352548,11.7376775271512,16231,0.11261053571781,8,0,"198301",2394
1983,2,95,59.2821088053842,23.8923163208076,16.8255748738082,15511,0.113657015681422,3,1,"198302",1783
1983,3,100,60.566882148185,23.6200895077076,15.8130283441074,18308,0.113144445252379,2,1,"198303",2011
1983,4,89,55.2245862884161,26.2884160756501,18.4869976359338,17793,0.118495534815352,6,1,"198304",2115
1983,5,82,56.3611491108071,25.4901960784314,18.1486548107615,19205,0.117969401200945,3,1,"198305",2193
1983,6,89,56.7510548523207,25.4746835443038,17.7742616033755,19162,0.1176866141183,7,1,"198306",1896
1983,7,60,52.4575513851653,26.2287756925827,21.313672922252,20997,0.120059238961094,6,1,"198307",2238
1983,8,84,52.34375,28.2628676470588,19.3933823529412,20705,0.119437745680998,8,1,"198308",2176
1983,9,113,56.1811023622047,24.3307086614173,19.488188976378,18759,0.118881271786551,8,1,"198309",2540
1983,10,126,56.7557251908397,25.2671755725191,17.9770992366412,19240,0.118462360710195,4,1,"198310",2620
1983,11,122,62.5738396624473,21.8987341772152,15.5274261603376,17504,0.118016598400236,3,1,"198311",2370
1983,12,118,61.9320507572657,23.9459680720426,14.1219811706918,16591,0.117706622543368,5,1,"198312",2443
1984,1,92,63.5299625468165,22.6123595505618,13.8576779026217,16224,0.117776089941536,5,1,"198401",2136
1984,2,86,60.740354535975,22.6277372262774,16.6319082377477,16670,0.114796991716514,3,1,"198402",1918
1984,3,81,59.794776119403,23.9272388059701,16.2779850746269,18539,0.11573525277085,4,1,"198403",2144
1984,4,84,54.5991146089523,26.955238563699,18.4456468273487,19759,0.115356263024722,3,1,"198404",2033
1984,5,87,55.8089500860585,25.2151462994836,18.9759036144578,19584,0.114815360704668,6,1,"198405",2324
1984,6,90,54.5580110497238,24.0331491712707,21.4088397790055,19976,0.114777477886645,6,1,"198406",2172
1984,7,79,53.2461873638344,26.1873638344227,20.5664488017429,21486,0.114935980147534,7,1,"198407",2295
1984,8,96,52.4295630869743,26.2964475296039,21.2739893834218,21626,0.114796991716514,5,1,"198408",2449
1984,9,122,57.3926868044515,25.5564387917329,17.0508744038156,20195,0.114093156728444,7,1,"198409",2516
1984,10,120,60.0228658536585,24.4283536585366,15.5487804878049,19928,0.116465521799171,7,1,"198410",2624
1984,11,137,59.1218515997277,24.2001361470388,16.6780122532335,18564,0.116026113132354,4,1,"198411",2938
1984,12,154,59.2605042016807,24.2352941176471,16.5042016806723,18149,0.116066729379379,7,1,"198412",2975
